-371.94527342489766,-4.161923590208734
-372.30440436018836,-5.095961389443371
-372.65871872211443,-6.031836967874473
-373.0088725167674,-6.969277158807047
-373.3555358665958,-7.908013734662003
-373.69938055239965,-8.847786418077616
-374.0410842654909,-9.788339687431058
-374.38132760743486,-10.729422232537912
-374.7207938371138,-11.670785377157305
-375.06016778366813,-12.612181795232983
-375.4001351718462,-13.553364066304855
-375.741381878383,-14.494083249599477
-376.08459325023995,-15.434087431082023
-376.430453432065,-16.373120263703118
-376.7796445853656,-17.310919547713112
-377.1328462190015,-18.24721576644555
-377.4907340521226,-19.181730813430075
-377.8539794775333,-20.114176478605245
-378.2232481490027,-21.044253309805757
-378.5991948108087,-21.9716510699306
-378.9824643334907,-22.896046549722477
-379.3731042351627,-23.817351489336943
-379.7704846195195,-24.735769282197467
-380.1738414320644,-25.651577905931866
-380.58242564895437,-26.565066301146476
-380.9954855427841,-27.4765395812873
-381.4122729422983,-28.386314407479265
-381.8320407838467,-29.294717893149887
-382.25404313620385,-30.20208547467177
-382.67753427232657,-31.108759153800822
-383.1017679406909,-32.015085636961786
-383.5259964251144,-32.92141454594708
-383.94946974244425,-33.82809654538481
-384.3714345113423,-34.73548158938774
-384.7911341548292,-35.643916562879184
-385.20780438092896,-36.55374495601157
-385.62068713631123,-37.46529846092729
-386.029002393836,-38.378906733767366
-386.4325858020633,-39.294615335285606
-386.8317758538263,-40.21224765405002
-387.2268641905915,-41.131653432775316
-387.6181203666227,-42.052696545196746
-388.00582069756496,-42.97524208703905
-388.39024205855657,-43.899158780453064
-388.7716630831821,-44.82431814667402
-389.15036358997315,-45.7505944483692
-389.5266245739133,-46.677864387947146
-389.9007279486591,-47.60600690938447
-390.27295642647346,-48.534902942372824
-390.64359336938617,-49.464435157917656
-391.0129226838873,-50.3944877064018
-391.3812286474591,-51.32494598279554
-391.7487958600454,-52.25569634239859
-392.1159091235021,-53.18662584550138
-392.4828532806168,-54.11762201821229
-392.84991327227357,-55.048572527322335
-393.217373686977,-55.979365056497976
-393.58547980004454,-56.90990241607332
-393.95421569451497,-57.84019039753438
-394.3234396059827,-58.77028479669346
-394.6929996621836,-59.700245684522756
-395.0627437928552,-60.6301334013194
-395.43251951368904,-61.56000855653767
-395.8021739852864,-62.48993191877368
-396.1715539473955,-63.4199643545242
-396.54050572517343,-64.35016673761612
-396.90887517820596,-65.28059988066235
-397.27650768048295,-66.2113244535135
-397.64324810127766,-67.14240090067214
-398.0089407995003,-68.07388935278532
-398.37342955437964,-69.00584956252642
-398.73655761094045,-69.93834079478572
-399.0981675990023,-70.87142176600776
-399.45810160530056,-71.80515052236795
-399.8162195379538,-72.73957731233222
-400.17243782768605,-73.67472992404632
-400.52668513756174,-74.61063094438093
-400.8788902559171,-75.54730240739859
-401.22898165182755,-76.48476594709699
-401.57688745906006,-77.42304278342532
-401.92253546000507,-78.3621537088448
-402.26585312307753,-79.30211905467029
-402.60676752163505,-80.24295870109262
-402.9452054282439,-81.18469202263601
-403.2810932351311,-82.12733789716783
-403.6143570085182,-83.07091466607672
-403.9449224342657,-84.01544013347166
-404.2727148576667,-84.96093153167445
-404.5976592847012,-85.90740550055689
-404.91968035942847,-86.85487807494806
-405.2387023908589,-87.80336465502762
-405.5546493227321,-88.75287999572221
-405.86744489769825,-89.70343813268461
-406.1770120659762,-90.65505255494669
-406.4832763350732,-91.60773509897376
-406.78618145850845,-92.5614910019361
-407.0856888538439,-93.516319338927
-407.38176240057317,-94.47221801912393
-407.6743660392851,-95.42918454976692
-407.96346364153396,-96.38721607583273
-408.2490190923749,-97.346309351524
-408.53099620969823,-98.30646076174462
-408.8093588025258,-99.26766630196376
-409.0840706525735,-100.22992158062061
-409.35509555372937,-101.1932218054377
-409.6223972918624,-102.15756178656345
-409.885939640822,-103.12293593525254
-410.1456863989413,-104.08933825132209
-410.4016014011084,-105.05676231798542
-410.6536484839077,-106.02520130899367
-410.9017915628507,-106.99464796655857
-411.14599453735497,-107.96509462396652
-411.3862214316181,-108.9365331681497
-411.6224363089753,-109.90895505999444
-411.85460368133545,-110.88235123504678
-412.0826846866808,-111.85671300278217
-412.3066317173194,-112.83203321925367
-412.52639589409944,-113.8083044421616
-412.7419280160599,-114.78551869484863
-412.95317866421686,-115.76366743189578
-413.1600981482759,-116.74274154151497
-413.36263650587927,-117.72273133501601
-413.56074353507097,-118.70362652989765
-413.7543688522918,-119.68541622801442
-413.9434617984097,-120.6680889247719
-414.1279715096601,-121.65163248452583
-414.307846927993,-122.6360341289588
-414.48303681652743,-123.62128042438866
-414.65348973804635,-124.6073572760588
-414.81915407955233,-125.59424991305825
-414.9799782016173,-126.58194285664575
-415.13590994128606,-127.57041998378696
-415.2868982764308,-128.55966427737027
-415.4328890669725,-129.54965842390942
-415.57388017106274,-130.5403769716922
-415.70993846279384,-131.53178500589812
-415.84114389453543,-132.5238469422224
-415.96757482698456,-133.5165286528434
-416.089310201506,-134.50979712803303
-416.20642893754217,-135.50362053951812
-416.319010068195,-136.49796819829152
-416.42713268467054,-137.4928105390867
-416.53087587309517,-138.48811910410024
-416.63031871707756,-139.48386651927257
-416.7255402486223,-140.48002647585471
-416.81661946991466,-141.47657370487184
-416.90363524586877,-142.4734839632841
-416.9866664569892,-143.47073399847
-417.0657914177336,-144.468301567555
-417.1410901332712,-145.46616525245744
-417.2126270856333,-146.46430566917417
-417.2803960372721,-147.4627089886402
-417.3443521644644,-148.46136380277926
-417.4044545803979,-149.46025795036547
-417.46066121550643,-150.45937887988285
-417.5129301718537,-151.45871354405278
-417.56121938910036,-152.45824841798932
-417.60548676822924,-153.4579694837549
-417.64569008109333,-154.45786222870296
-417.68178707294595,-155.45791163368705
-417.71373542397674,-156.4581021682926
-417.74149273322956,-157.45841778435852
-417.76501659441874,-158.45884190703686
-417.7842645861171,-159.45935742883236
-417.799194217244,-160.45994670409118
-417.8097630464766,-161.46059154054427
-417.8159286080236,-162.46127319410087
-417.81764848259667,-163.4619723621314
-417.8148802790871,-164.46266917803646
-417.80758157986463,-165.4633432034443
-417.7957103497683,-166.46397342939576
-417.7792240171313,-167.46453825591948
-417.758103210854,-168.46501598200064
-417.7323649720929,-169.4653855717805
-417.7020286574538,-170.46562628369452
-417.66711308953734,-171.46571761866377
-417.62763714739987,-172.46563932888975
-417.58361975018386,-173.46537141633377
-417.5350798451188,-174.4648941308706
-417.48203635048264,-175.46418796569108
-417.4245082254501,-176.46323365870586
-417.36251441108067,-177.46201218784438
-417.29607386849267,-178.46050477108537
-417.22520550849293,-179.45869286028156
