-341.23891451,-0.28279961
-341.66275249,-0.93874241
-342.08385212,-1.59644407
-342.50223955,-2.25587741
-342.91896477,-2.91636055
-343.33447770,-3.57760739
-343.74919256,-4.23935503
-344.16336044,-4.90144504
-344.57722766,-5.56372309
-344.99107531,-6.22601334
-345.40508922,-6.88819967
-345.81914182,-7.55036183
-346.23286595,-8.21272926
-346.64584540,-8.87556130
-347.05769312,-9.53909717
-347.46805612,-10.20355230
-347.87692898,-10.86892538
-348.28461261,-11.53502781
-348.69150467,-12.20161399
-349.09795162,-12.86847164
-349.50430519,-13.53538621
-349.91070866,-14.20227037
-350.31708381,-14.86917179
-350.72325660,-15.53619646
-351.12909956,-16.20342189
-351.53447092,-16.87093395
-351.93919772,-17.53883703
-352.34307350,-18.20725506
-352.74586936,-18.87632446
-353.14735523,-19.54618083
-353.54729263,-20.21696279
-353.94564025,-20.88869011
-354.34266650,-21.56119924
-354.73886544,-22.23419603
-355.13468420,-22.90741649
-355.53058834,-23.58058673
-355.92687713,-24.25353060
-356.32349592,-24.92628003
-356.72008635,-25.59904619
-357.11633062,-26.27201630
-357.51191518,-26.94537441
-357.90654876,-27.61929034
-358.30005109,-28.29386744
-358.69234784,-28.96914637
-359.08336048,-29.64516968
-359.47299279,-30.32198949
-359.86119983,-30.99962781
-360.24810092,-31.67801256
-360.63401224,-32.35696086
-361.01927163,-33.03627925
-361.40420412,-33.71578292
-361.78911851,-34.39529685
-362.17413841,-35.07475099
-362.55914648,-35.75421184
-362.94396550,-36.43377978
-363.32845405,-37.11353475
-363.71245469,-37.79356549
-364.09582461,-38.47395199
-364.47843830,-39.15476406
-364.86017640,-39.83606747
-365.24091459,-40.51793020
-365.62052910,-41.20041916
-365.99895314,-41.88356890
-366.37621990,-42.56735846
-366.75242354,-43.25173347
-367.12763867,-43.93665093
-367.50194508,-44.62206542
-367.87543054,-45.30792759
-368.24819714,-45.99418071
-368.62035988,-46.68076150
-368.99203135,-47.36760835
-369.36333124,-48.05465613
-369.73433491,-48.74186392
-370.10501006,-49.42924896
-370.47520919,-50.11689050
-370.84480158,-50.80485835
-371.21364856,-51.49322614
-371.58164051,-52.18205139
-371.94876586,-52.87133891
-372.31514344,-53.56102417
-372.68088499,-54.25104693
-373.04610434,-54.94134621
-373.41090207,-55.63186839
-373.77530692,-56.32259799
-374.13923029,-57.01358139
-374.50257658,-57.70486843
-374.86525953,-58.39650371
-375.22718076,-59.08853791
-375.58820213,-59.78104200
-375.94810013,-60.47413058
-376.30663558,-61.16792504
-376.66357490,-61.86254203
-377.01868095,-62.55809808
-377.37172669,-63.25470219
-377.72250778,-63.95244947
-378.07082807,-64.65142848
-378.41648496,-65.35172847
-378.75927595,-66.05343583
-379.09905805,-66.75660499
-379.43586222,-67.46120548
-379.76981099,-68.16716368
-380.10100790,-68.87441705
-380.42956576,-69.58290023
-380.75557439,-70.29256007
-381.07904563,-71.00338003
-381.39993302,-71.71537018
-381.71819862,-72.42853617
-382.03379899,-73.14288562
-382.34670772,-73.85841814
-382.65697071,-74.57510189
-382.96470930,-75.29287317
-383.27003812,-76.01167280
-383.57308277,-76.73143837
-383.87393526,-77.45212308
-384.17250990,-78.17375439
-384.46846454,-78.89646429
-384.76146189,-79.62037828
-385.05114493,-80.34562502
-385.33720009,-81.07231017
-385.61962672,-81.80041333
-385.89904127,-82.52967751
-386.17610508,-83.25983783
-386.45148349,-83.99063546
-386.72583157,-84.72182041
-386.99963160,-85.45321074
-387.27290811,-86.18479684
-387.54560657,-86.91659861
-387.81768294,-87.64863190
-388.08908813,-88.38091430
-388.35976377,-89.11346669
-388.62961342,-89.84632374
-388.89853054,-90.57952351
-389.16640731,-91.31310403
-389.43313548,-92.04710296
-389.69864646,-92.78154304
-389.96307320,-93.51637420
-390.22663821,-94.25151485
-390.48956376,-94.98688445
-390.75207719,-95.72240124
-391.01434238,-96.45800661
-391.27606352,-97.19380574
-391.53664021,-97.93001097
-391.79546510,-98.66683401
-392.05193145,-99.40448148
-392.30544067,-100.14315046
-392.55551938,-100.88298807
-392.80181302,-101.62409441
-393.04397467,-102.36656131
-393.28164753,-103.11047755
-393.51448510,-103.85592098
-393.74242884,-104.60287576
-393.96579693,-105.35121129
-394.18495805,-106.10078955
-394.40027809,-106.85148006
-394.61212314,-107.60315868
-394.82072025,-108.35574492
-395.02603330,-109.10923377
-395.22797496,-109.86363320
-395.42646023,-110.61894940
-395.62140597,-111.37518688
-395.81274261,-112.13234558
-396.00044474,-112.89041347
-396.18449838,-113.64937544
-396.36488977,-114.40921619
-396.54160475,-115.16992037
-396.71462333,-115.93147379
