14.1020293,-240.5641354,2.4186401
15.0710983,-240.8032391,2.4190262
16.0394336,-241.0443365,2.4194026
17.0069650,-241.2877394,2.4197805
17.9739000,-241.5327119,2.4201599
18.9403353,-241.7789270,2.4205268
19.9064517,-242.0257845,2.4208944
20.8723645,-242.2729359,2.4212558
21.8381247,-242.5202804,2.4216170
22.8038226,-242.7675083,2.4219640
23.7694713,-243.0146680,2.4223110
24.7351776,-243.2614314,2.4226590
25.7009182,-243.5079697,2.4229939
26.6666647,-243.7545303,2.4233308
27.6325889,-244.0005346,2.4236688
28.5987918,-244.2456955,2.4240050
29.5653075,-244.4899403,2.4243453
30.5322409,-244.7329625,2.4246849
31.4995931,-244.9748233,2.4250318
32.4673555,-245.2156224,2.4253788
33.4356392,-245.4549812,2.4257391
34.4044140,-245.6931055,2.4261006
35.3738081,-245.9295065,2.4264684
36.3438537,-246.1640244,2.4268414
37.3143413,-246.3974668,2.4272175
38.2852308,-246.6299225,2.4275947
39.2564006,-246.8618748,2.4279700
40.2278504,-247.0931670,2.4283403
41.1994829,-247.3241044,2.4287106
42.1711710,-247.5550363,2.4290649
43.1429314,-247.7857714,2.4294131
44.1147633,-248.0160951,2.4297504
45.0866542,-248.2458906,2.4300796
46.0585928,-248.4750422,2.4303978
47.0305693,-248.7034331,2.4307031
48.0025716,-248.9309381,2.4310053
48.9745897,-249.1574561,2.4312995
49.9466181,-249.3828809,2.4315946
50.9186457,-249.6071208,2.4318908
51.8906620,-249.8301096,2.4321909
52.8626517,-250.0518283,2.4324900
53.8345572,-250.2723975,2.4327891
54.8062677,-250.4921646,2.4330951
55.7776717,-250.7114803,2.4334072
56.7488623,-250.9298678,2.4337243
57.7198740,-251.1471089,2.4340414
58.6906394,-251.3634584,2.4343555
59.6609244,-251.5799596,2.4346676
60.6308130,-251.7962709,2.4349838
61.6004349,-252.0119409,2.4353020
62.5698022,-252.2271021,2.4356112
63.5388413,-252.4422228,2.4359255
64.5076608,-252.6570291,2.4362387
65.4764543,-252.8709839,2.4365529
66.4451897,-253.0845483,2.4368772
67.4139846,-253.2975337,2.4371994
68.3831000,-253.5090283,2.4375366
69.3525875,-253.7191581,2.4378828
70.3226143,-253.9275027,2.4382462
71.2932397,-254.1341189,2.4386236
72.2645566,-254.3389901,2.4390089
73.2366031,-254.5423045,2.4394134
74.2094363,-254.7442088,2.4398360
75.1831045,-254.9448002,2.4402646
76.1575874,-255.1445532,2.4407022
77.1329679,-255.3433960,2.4411519
78.1092466,-255.5416230,2.4415987
79.0864070,-255.7395065,2.4420454
80.0644813,-255.9370981,2.4424892
81.0434284,-256.1346767,2.4429281
82.0231689,-256.3327762,2.4433599
83.0036810,-256.5314548,2.4437756
83.9849999,-256.7305999,2.4441803
84.9669557,-256.9309320,2.4445729
85.9493470,-257.1332990,2.4449533
86.9321824,-257.3373483,2.4453155
87.9154704,-257.5427838,2.4456657
88.8991301,-257.7496262,2.4460057
89.8830161,-257.9582590,2.4463286
90.8669280,-258.1692352,2.4466503
91.8507709,-258.3825234,2.4469588
92.8345869,-258.5975574,2.4472571
93.8183865,-258.8139397,2.4475513
94.8021186,-259.0316169,2.4478446
95.7856971,-259.2507078,2.4481378
96.7689537,-259.4716640,2.4484268
97.7517533,-259.6947977,2.4487177
98.7341726,-259.9194281,2.4490116
99.7162654,-260.1451070,2.4493044
100.6980281,-260.3716264,2.4496024
101.6794430,-260.5990162,2.4499054
102.6604268,-260.8274725,2.4502094
103.6408702,-261.0574531,2.4505253
104.6207012,-261.2891231,2.4508433
105.6000790,-261.5217295,2.4511752
106.5791195,-261.7547416,2.4515093
107.5579066,-261.9879371,2.4518505
108.5364424,-262.2213670,2.4522038
109.5146729,-262.4554043,2.4525572
110.4924498,-262.6907551,2.4529145
111.4699355,-262.9268017,2.4532739
112.4474340,-263.1622965,2.4536405
113.4250243,-263.3970415,2.4539993
114.4027239,-263.6310903,2.4543613
115.3804966,-263.8647327,2.4547125
116.3581214,-264.0989965,2.4550637
117.3355127,-264.3343882,2.4554058
118.3128347,-264.5704323,2.4557410
119.2902278,-264.8067980,2.4560722
120.2677881,-265.0434488,2.4563945
121.2455789,-265.2804380,2.4567089
122.2236140,-265.5180887,2.4570154
123.2018139,-265.7570452,2.4573208
124.1799254,-265.9986612,2.4576200
125.1581126,-266.2426109,2.4579152
126.1366479,-266.4882743,2.4582073
127.1157152,-266.7354092,2.4585054
128.0954528,-266.9840056,2.4588047
129.0759304,-267.2343517,2.4591079
130.0571437,-267.4870261,2.4594212
131.0389676,-267.7429698,2.4597355
132.0214981,-268.0022996,2.4600626
133.0049574,-268.2646827,2.4603908
133.9895401,-268.5300335,2.4607341
134.9753431,-268.7985311,2.4610795
135.9624342,-269.0705314,2.4614321
136.9508161,-269.3465398,2.4617988
137.9403885,-269.6274033,2.4621646
138.9311998,-269.9133048,2.4625374
139.9234279,-270.2040816,2.4629085
140.9171671,-270.4998369,2.4632880
141.9124224,-270.8009179,2.4636637
142.9091296,-271.1078794,2.4640326
143.9071042,-271.4214921,2.4644040
144.9060819,-271.7426263,2.4647645
145.9056335,-272.0724374,2.4651120
146.9049237,-272.4130108,2.4654473
147.9034311,-272.7652655,2.4657714
148.9006242,-273.1299763,2.4660751
149.8960260,-273.5077000,2.4663634
150.8890093,-273.8991898,2.4666302
151.8791056,-274.3047701,2.4668826
152.8657269,-274.7248934,2.4671227
153.8484976,-275.1594997,2.4673462
154.8269859,-275.6086278,2.4675636
155.8009141,-276.0719920,2.4677715
156.7699433,-276.5493961,2.4679804
157.7337895,-277.0406214,2.4681881
158.6922590,-277.5452398,2.4684048
159.6455304,-278.0622525,2.4686336
160.5933923,-278.5914925,2.4688767
161.5356182,-279.1328967,2.4691287
162.4717853,-279.6867511,2.4693989
163.4014561,-280.2533398,2.4696789
164.3240090,-280.8332237,2.4699749
165.2387971,-281.4269093,2.4702857
166.1450548,-282.0349939,2.4706115
167.0419792,-282.6580370,2.4709419
167.9288172,-283.2964300,2.4712821
168.8047083,-283.9506110,2.4716303
169.6689662,-284.6206725,2.4719772
170.5207448,-285.3068615,2.4723271
171.3593880,-286.0091168,2.4726753
172.1846198,-286.7268729,2.4730207
172.9971888,-287.4584573,2.4733647
173.7970043,-288.2032994,2.4736939
174.5841193,-288.9607486,2.4740187
175.3585009,-289.7303507,2.4743299
176.1203283,-290.5114806,2.4746255
176.8696288,-291.3037516,2.4749137
177.6065278,-292.1067519,2.4751872
178.3311076,-292.9201631,2.4754531
179.0434024,-293.7437591,2.4757123
179.7435929,-294.5772237,2.4759676
180.4317275,-295.4203899,2.4762161
181.1080769,-296.2729261,2.4764655
181.7727211,-297.1346822,2.4767189
182.4258066,-298.0054808,2.4769781
183.0680679,-298.8846894,2.4772469
183.7006281,-299.7714861,2.4775202
184.3232835,-300.6660691,2.4778118
184.9357502,-301.5686704,2.4781099
185.5374541,-302.4796800,2.4784215
186.1278414,-303.3993894,2.4787407
186.7060570,-304.3282060,2.4790774
187.2712084,-305.2664640,2.4794122
187.8221150,-306.2145242,2.4797616
188.3573465,-307.1727576,2.4801091
188.8752087,-308.1415029,2.4804529
189.3754116,-309.1202430,2.4807869
189.8573366,-310.1085762,2.4811129
190.3206809,-311.1059054,2.4814181
190.7647953,-312.1117500,2.4816926
191.1895092,-313.1253901,2.4819401
191.5943757,-314.1461786,2.4821486
191.9809054,-315.1727223,2.4823082
192.3509683,-316.2036449,2.4824198
192.7054825,-317.2380515,2.4824772
193.0457709,-318.2750180,2.4824794
193.3728281,-319.3138380,2.4824197
