11.1360662,-252.4049740,2.4162720
12.1077544,-252.6484960,2.4166086
13.0796700,-252.8920377,2.4169603
14.0520026,-253.1348117,2.4173141
15.0248195,-253.3764764,2.4176700
15.9981797,-253.6167401,2.4180384
16.9720431,-253.8556214,2.4184080
17.9463525,-254.0932509,2.4187838
18.9211713,-254.3292615,2.4191599
19.8963297,-254.5642822,2.4195462
20.8719041,-254.7978919,2.4199327
21.8477220,-255.0306859,2.4203202
22.8238341,-255.2623751,2.4207189
23.8001511,-255.4931957,2.4211195
24.7766056,-255.7232882,2.4215212
25.7530419,-255.9531674,2.4219327
26.7295885,-256.1822252,2.4223482
27.7061080,-256.4109042,2.4227745
28.6826196,-256.6390473,2.4232078
29.6591303,-256.8665442,2.4236530
30.6356083,-257.0934647,2.4240991
31.6119205,-257.3202476,2.4245580
32.5880241,-257.5470266,2.4250228
33.5638371,-257.7741828,2.4254923
34.5394355,-258.0014470,2.4259647
35.5147976,-258.2289918,2.4264380
36.4898773,-258.4570434,2.4269091
37.4646784,-258.6857402,2.4273750
38.4392541,-258.9149671,2.4278289
39.4136777,-259.1445940,2.4282786
40.3879275,-259.3748501,2.4287103
41.3620091,-259.6059078,2.4291309
42.3359622,-259.8377962,2.4295316
43.3098337,-260.0704669,2.4299212
44.2836749,-260.3038604,2.4302977
45.2575479,-260.5379071,2.4306594
46.2314979,-260.7725389,2.4310130
47.2055736,-261.0076899,2.4313558
48.1798258,-261.2432783,2.4316876
49.1543154,-261.4791574,2.4320114
50.1291224,-261.7150751,2.4323342
51.1043818,-261.9505562,2.4326571
52.0802242,-262.1851910,2.4329751
53.0565624,-262.4194484,2.4332870
54.0334518,-262.6531830,2.4335919
55.0109960,-262.8860009,2.4338968
55.9892800,-263.1175596,2.4341987
56.9681656,-263.3484359,2.4344986
57.9476727,-263.5785119,2.4347905
58.9278771,-263.8073553,2.4350722
59.9087955,-264.0346899,2.4353570
60.8903521,-264.2607063,2.4356348
61.8724482,-264.4856517,2.4359115
62.8550247,-264.7094471,2.4361892
63.8380044,-264.9321335,2.4364647
64.8213277,-265.1536388,2.4367503
65.8049838,-265.3737183,2.4370388
66.7889248,-265.5922125,2.4373362
67.7730828,-265.8090396,2.4376386
