13.8651474,-241.5098249,2.4184509,43.0492010
14.8338930,-241.7514103,2.4188327,43.2016480
15.8021795,-241.9940459,2.4192068,43.3539150
16.7700464,-242.2375964,2.4195827,43.5059810
17.7375457,-242.4819315,2.4199604,43.6578680
18.7047227,-242.7269182,2.4203275,43.8096050
19.6716352,-242.9724289,2.4206954,43.9611780
20.6383400,-243.2183332,2.4210581,44.1125770
21.6048912,-243.4645022,2.4214205,44.2638290
22.5713331,-243.7108043,2.4217707,44.4149500
23.5377184,-243.9571125,2.4221208,44.5659300
24.5041013,-244.2032975,2.4224718,44.7167690
25.4705292,-244.4492301,2.4228117,44.8674790
26.4370595,-244.6947870,2.4231537,45.0180510
27.4037469,-244.9398463,2.4234968,45.1684990
28.3706466,-245.1842896,2.4238389,45.3188240
29.3378000,-245.4280029,2.4241851,45.4690230
30.3052573,-245.6708875,2.4245315,45.6188960
31.2730532,-245.9128556,2.4248851,45.7681160
32.2412148,-246.1538478,2.4252398,45.9165690
33.2097674,-246.3938298,2.4256068,46.0642650
34.1787297,-246.6327901,2.4259759,46.2112160
35.1481107,-246.8707295,2.4263512,46.3574300
36.1179045,-247.1076540,2.4267317,46.5029150
37.0880958,-247.3435704,2.4271154,46.6476770
38.0586657,-247.5784903,2.4275001,46.7917220
39.0296054,-247.8124284,2.4278830,46.9350660
40.0008802,-248.0453947,2.4282610,47.0777130
40.9724654,-248.2774053,2.4286380,47.2196680
41.9443217,-248.5084688,2.4290002,47.3609390
42.9164211,-248.7385999,2.4293553,47.5015200
43.8887170,-248.9678087,2.4296995,47.6414260
44.8611730,-249.1961083,2.4300347,47.7806690
45.8337531,-249.4235107,2.4303588,47.9192420
46.8064223,-249.6500298,2.4306700,48.0571430
47.7791428,-249.8756774,2.4309771,48.1943820
48.7518818,-250.1004689,2.4312762,48.3309560
49.7246105,-250.3244181,2.4315753,48.4668710
50.6972970,-250.5475433,2.4318743,48.6021050
51.6699162,-250.7698582,2.4321764,48.7364750
52.6424468,-250.9913844,2.4324774,48.8696900
53.6148597,-251.2121402,2.4327784,49.0014680
54.5871257,-251.4321469,2.4330855,49.1315350
55.5592137,-251.6514277,2.4333975,49.2596310
56.5311016,-251.8700119,2.4337137,49.3855090
57.5027681,-252.0879350,2.4340298,49.5089320
58.4741967,-252.3052397,2.4343429,49.6296740
59.4453817,-252.5219709,2.4346541,49.7475210
60.4163146,-252.7381790,2.4349683,49.8622690
61.3870056,-252.9539175,2.4352837,49.9737230
62.3574763,-253.1692481,2.4355909,50.0817020
63.3277395,-253.3842329,2.4359023,50.1860310
64.2978199,-253.5989376,2.4362126,50.2865450
65.2677628,-253.8134417,2.4365240,50.3830880
66.2376108,-254.0278294,2.4368443,50.4755120
67.2074099,-254.2421909,2.4371636,50.5636760
68.1771951,-254.4566185,2.4374968,50.6474440
69.1470175,-254.6712113,2.4378390,50.7266910
70.1169261,-254.8860678,2.4381972,50.8012940
71.0869667,-255.1012870,2.4385692,50.8711380
72.0571986,-255.3169731,2.4389499,50.9361150
73.0276706,-255.5332307,2.4393486,50.9961190
73.9984385,-255.7501617,2.4397640,51.0510520
74.9695408,-255.9678684,2.4401862,51.1008190
75.9410224,-256.1864520,2.4406171,51.1453300
76.9129159,-256.4060165,2.4410586,51.1845010
77.8852486,-256.6266588,2.4414979,51.2182490
78.8580275,-256.8484767,2.4419367,51.2465000
79.8312604,-257.0715637,2.4423723,51.2691790
80.8049327,-257.2960135,2.4428024,51.2862210
